,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
31309,13855490,54123,BANKNIFTY21NOV39500PE,BANKNIFTY,0,25-11-2021,39500,0.05,25,PE,NFO-OPT,NFO
31310,13855746,54124,BANKNIFTY21NOV39600CE,BANKNIFTY,0,25-11-2021,39600,0.05,25,CE,NFO-OPT,NFO
31311,13856002,54125,BANKNIFTY21NOV39600PE,BANKNIFTY,0,25-11-2021,39600,0.05,25,PE,NFO-OPT,NFO
31312,9280258,36251,BANKNIFTY21NOV39700CE,BANKNIFTY,0,25-11-2021,39700,0.05,25,CE,NFO-OPT,NFO
31313,9280514,36252,BANKNIFTY21NOV39700PE,BANKNIFTY,0,25-11-2021,39700,0.05,25,PE,NFO-OPT,NFO
31314,9280770,36253,BANKNIFTY21NOV39800CE,BANKNIFTY,0,25-11-2021,39800,0.05,25,CE,NFO-OPT,NFO
31315,9281026,36254,BANKNIFTY21NOV39800PE,BANKNIFTY,0,25-11-2021,39800,0.05,25,PE,NFO-OPT,NFO
31316,9281282,36255,BANKNIFTY21NOV39900CE,BANKNIFTY,0,25-11-2021,39900,0.05,25,CE,NFO-OPT,NFO
31317,9282562,36260,BANKNIFTY21NOV39900PE,BANKNIFTY,0,25-11-2021,39900,0.05,25,PE,NFO-OPT,NFO
31318,9283074,36262,BANKNIFTY21NOV40000CE,BANKNIFTY,0,25-11-2021,40000,0.05,25,CE,NFO-OPT,NFO
31319,9283330,36263,BANKNIFTY21NOV40000PE,BANKNIFTY,0,25-11-2021,40000,0.05,25,PE,NFO-OPT,NFO
31320,9283586,36264,BANKNIFTY21NOV40100CE,BANKNIFTY,0,25-11-2021,40100,0.05,25,CE,NFO-OPT,NFO
31321,9283842,36265,BANKNIFTY21NOV40100PE,BANKNIFTY,0,25-11-2021,40100,0.05,25,PE,NFO-OPT,NFO
31322,9284098,36266,BANKNIFTY21NOV40200CE,BANKNIFTY,0,25-11-2021,40200,0.05,25,CE,NFO-OPT,NFO
31323,9284354,36267,BANKNIFTY21NOV40200PE,BANKNIFTY,0,25-11-2021,40200,0.05,25,PE,NFO-OPT,NFO
31324,9285890,36273,BANKNIFTY21NOV40300CE,BANKNIFTY,0,25-11-2021,40300,0.05,25,CE,NFO-OPT,NFO
31325,9286146,36274,BANKNIFTY21NOV40300PE,BANKNIFTY,0,25-11-2021,40300,0.05,25,PE,NFO-OPT,NFO
31326,9821186,38364,BANKNIFTY21NOV40400CE,BANKNIFTY,0,25-11-2021,40400,0.05,25,CE,NFO-OPT,NFO
31327,9821442,38365,BANKNIFTY21NOV40400PE,BANKNIFTY,0,25-11-2021,40400,0.05,25,PE,NFO-OPT,NFO
31328,10477314,40927,BANKNIFTY21NOV40500CE,BANKNIFTY,0,25-11-2021,40500,0.05,25,CE,NFO-OPT,NFO
31329,10477570,40928,BANKNIFTY21NOV40500PE,BANKNIFTY,0,25-11-2021,40500,0.05,25,PE,NFO-OPT,NFO
31330,10478850,40933,BANKNIFTY21NOV40600CE,BANKNIFTY,0,25-11-2021,40600,0.05,25,CE,NFO-OPT,NFO
31331,10479106,40934,BANKNIFTY21NOV40600PE,BANKNIFTY,0,25-11-2021,40600,0.05,25,PE,NFO-OPT,NFO
31332,10880770,42503,BANKNIFTY21NOV40700CE,BANKNIFTY,0,25-11-2021,40700,0.05,25,CE,NFO-OPT,NFO
31333,10881026,42504,BANKNIFTY21NOV40700PE,BANKNIFTY,0,25-11-2021,40700,0.05,25,PE,NFO-OPT,NFO
31334,10881538,42506,BANKNIFTY21NOV40800CE,BANKNIFTY,0,25-11-2021,40800,0.05,25,CE,NFO-OPT,NFO
31335,10881794,42507,BANKNIFTY21NOV40800PE,BANKNIFTY,0,25-11-2021,40800,0.05,25,PE,NFO-OPT,NFO
31336,12977154,50692,BANKNIFTY21NOV40900CE,BANKNIFTY,0,25-11-2021,40900,0.05,25,CE,NFO-OPT,NFO
31337,12977410,50693,BANKNIFTY21NOV40900PE,BANKNIFTY,0,25-11-2021,40900,0.05,25,PE,NFO-OPT,NFO
31338,13650178,53321,BANKNIFTY21NOV41000CE,BANKNIFTY,0,25-11-2021,41000,0.05,25,CE,NFO-OPT,NFO
31339,13652994,53332,BANKNIFTY21NOV41000PE,BANKNIFTY,0,25-11-2021,41000,0.05,25,PE,NFO-OPT,NFO
31340,13653250,53333,BANKNIFTY21NOV41100CE,BANKNIFTY,0,25-11-2021,41100,0.05,25,CE,NFO-OPT,NFO
31341,13653506,53334,BANKNIFTY21NOV41100PE,BANKNIFTY,0,25-11-2021,41100,0.05,25,PE,NFO-OPT,NFO
31342,13653762,53335,BANKNIFTY21NOV41200CE,BANKNIFTY,0,25-11-2021,41200,0.05,25,CE,NFO-OPT,NFO
31343,13654018,53336,BANKNIFTY21NOV41200PE,BANKNIFTY,0,25-11-2021,41200,0.05,25,PE,NFO-OPT,NFO
31344,13655298,53341,BANKNIFTY21NOV41300CE,BANKNIFTY,0,25-11-2021,41300,0.05,25,CE,NFO-OPT,NFO
31345,13659650,53358,BANKNIFTY21NOV41300PE,BANKNIFTY,0,25-11-2021,41300,0.05,25,PE,NFO-OPT,NFO
31346,13659906,53359,BANKNIFTY21NOV41400CE,BANKNIFTY,0,25-11-2021,41400,0.05,25,CE,NFO-OPT,NFO
31347,13661186,53364,BANKNIFTY21NOV41400PE,BANKNIFTY,0,25-11-2021,41400,0.05,25,PE,NFO-OPT,NFO
31348,13661442,53365,BANKNIFTY21NOV41500CE,BANKNIFTY,0,25-11-2021,41500,0.05,25,CE,NFO-OPT,NFO
31349,13661698,53366,BANKNIFTY21NOV41500PE,BANKNIFTY,0,25-11-2021,41500,0.05,25,PE,NFO-OPT,NFO
31350,13661954,53367,BANKNIFTY21NOV41600CE,BANKNIFTY,0,25-11-2021,41600,0.05,25,CE,NFO-OPT,NFO
31351,13662210,53368,BANKNIFTY21NOV41600PE,BANKNIFTY,0,25-11-2021,41600,0.05,25,PE,NFO-OPT,NFO
31352,13662466,53369,BANKNIFTY21NOV41700CE,BANKNIFTY,0,25-11-2021,41700,0.05,25,CE,NFO-OPT,NFO
31353,13662722,53370,BANKNIFTY21NOV41700PE,BANKNIFTY,0,25-11-2021,41700,0.05,25,PE,NFO-OPT,NFO
31354,9334274,36462,BANKNIFTY21NOV41800CE,BANKNIFTY,0,25-11-2021,41800,0.05,25,CE,NFO-OPT,NFO
31355,9334530,36463,BANKNIFTY21NOV41800PE,BANKNIFTY,0,25-11-2021,41800,0.05,25,PE,NFO-OPT,NFO
31356,12622594,49307,BANKNIFTY21NOV41900CE,BANKNIFTY,0,25-11-2021,41900,0.05,25,CE,NFO-OPT,NFO
31357,12622850,49308,BANKNIFTY21NOV41900PE,BANKNIFTY,0,25-11-2021,41900,0.05,25,PE,NFO-OPT,NFO
31358,12623106,49309,BANKNIFTY21NOV42000CE,BANKNIFTY,0,25-11-2021,42000,0.05,25,CE,NFO-OPT,NFO
31359,12623362,49310,BANKNIFTY21NOV42000PE,BANKNIFTY,0,25-11-2021,42000,0.05,25,PE,NFO-OPT,NFO
31360,12623618,49311,BANKNIFTY21NOV42100CE,BANKNIFTY,0,25-11-2021,42100,0.05,25,CE,NFO-OPT,NFO
31361,12623874,49312,BANKNIFTY21NOV42100PE,BANKNIFTY,0,25-11-2021,42100,0.05,25,PE,NFO-OPT,NFO
31362,12624130,49313,BANKNIFTY21NOV42200CE,BANKNIFTY,0,25-11-2021,42200,0.05,25,CE,NFO-OPT,NFO
31363,12624386,49314,BANKNIFTY21NOV42200PE,BANKNIFTY,0,25-11-2021,42200,0.05,25,PE,NFO-OPT,NFO
31364,11890178,46446,BANKNIFTY21N0332500CE,BANKNIFTY,0,03-11-2021,32500,0.05,25,CE,NFO-OPT,NFO
31365,11890434,46447,BANKNIFTY21N0332500PE,BANKNIFTY,0,03-11-2021,32500,0.05,25,PE,NFO-OPT,NFO
31366,10308610,40268,BANKNIFTY21N0332600CE,BANKNIFTY,0,03-11-2021,32600,0.05,25,CE,NFO-OPT,NFO
31367,10309378,40271,BANKNIFTY21N0332600PE,BANKNIFTY,0,03-11-2021,32600,0.05,25,PE,NFO-OPT,NFO
31368,10309634,40272,BANKNIFTY21N0332700CE,BANKNIFTY,0,03-11-2021,32700,0.05,25,CE,NFO-OPT,NFO
31369,10309890,40273,BANKNIFTY21N0332700PE,BANKNIFTY,0,03-11-2021,32700,0.05,25,PE,NFO-OPT,NFO
31370,10760450,42033,BANKNIFTY21N0332800CE,BANKNIFTY,0,03-11-2021,32800,0.05,25,CE,NFO-OPT,NFO
31371,10760706,42034,BANKNIFTY21N0332800PE,BANKNIFTY,0,03-11-2021,32800,0.05,25,PE,NFO-OPT,NFO
31372,10762498,42041,BANKNIFTY21N0332900CE,BANKNIFTY,0,03-11-2021,32900,0.05,25,CE,NFO-OPT,NFO
31373,10763010,42043,BANKNIFTY21N0332900PE,BANKNIFTY,0,03-11-2021,32900,0.05,25,PE,NFO-OPT,NFO
31374,10763778,42046,BANKNIFTY21N0333000CE,BANKNIFTY,0,03-11-2021,33000,0.05,25,CE,NFO-OPT,NFO
31375,10764034,42047,BANKNIFTY21N0333000PE,BANKNIFTY,0,03-11-2021,33000,0.05,25,PE,NFO-OPT,NFO
31376,10767106,42059,BANKNIFTY21N0333100CE,BANKNIFTY,0,03-11-2021,33100,0.05,25,CE,NFO-OPT,NFO
31377,10767362,42060,BANKNIFTY21N0333100PE,BANKNIFTY,0,03-11-2021,33100,0.05,25,PE,NFO-OPT,NFO
31378,10767618,42061,BANKNIFTY21N0333200CE,BANKNIFTY,0,03-11-2021,33200,0.05,25,CE,NFO-OPT,NFO
31379,10767874,42062,BANKNIFTY21N0333200PE,BANKNIFTY,0,03-11-2021,33200,0.05,25,PE,NFO-OPT,NFO
31380,10769410,42068,BANKNIFTY21N0333300CE,BANKNIFTY,0,03-11-2021,33300,0.05,25,CE,NFO-OPT,NFO
31381,10772482,42080,BANKNIFTY21N0333300PE,BANKNIFTY,0,03-11-2021,33300,0.05,25,PE,NFO-OPT,NFO
31382,10772738,42081,BANKNIFTY21N0333400CE,BANKNIFTY,0,03-11-2021,33400,0.05,25,CE,NFO-OPT,NFO
31383,10772994,42082,BANKNIFTY21N0333400PE,BANKNIFTY,0,03-11-2021,33400,0.05,25,PE,NFO-OPT,NFO
31384,10773250,42083,BANKNIFTY21N0333500CE,BANKNIFTY,0,03-11-2021,33500,0.05,25,CE,NFO-OPT,NFO
31385,10773506,42084,BANKNIFTY21N0333500PE,BANKNIFTY,0,03-11-2021,33500,0.05,25,PE,NFO-OPT,NFO
31386,10775554,42092,BANKNIFTY21N0333600CE,BANKNIFTY,0,03-11-2021,33600,0.05,25,CE,NFO-OPT,NFO
31387,10775810,42093,BANKNIFTY21N0333600PE,BANKNIFTY,0,03-11-2021,33600,0.05,25,PE,NFO-OPT,NFO
31388,10777090,42098,BANKNIFTY21N0333700CE,BANKNIFTY,0,03-11-2021,33700,0.05,25,CE,NFO-OPT,NFO
31389,10777346,42099,BANKNIFTY21N0333700PE,BANKNIFTY,0,03-11-2021,33700,0.05,25,PE,NFO-OPT,NFO
31390,10779138,42106,BANKNIFTY21N0333800CE,BANKNIFTY,0,03-11-2021,33800,0.05,25,CE,NFO-OPT,NFO
31391,10779394,42107,BANKNIFTY21N0333800PE,BANKNIFTY,0,03-11-2021,33800,0.05,25,PE,NFO-OPT,NFO
31392,10779650,42108,BANKNIFTY21N0333900CE,BANKNIFTY,0,03-11-2021,33900,0.05,25,CE,NFO-OPT,NFO
31393,10779906,42109,BANKNIFTY21N0333900PE,BANKNIFTY,0,03-11-2021,33900,0.05,25,PE,NFO-OPT,NFO
31394,10782722,42120,BANKNIFTY21N0334000CE,BANKNIFTY,0,03-11-2021,34000,0.05,25,CE,NFO-OPT,NFO
31395,10782978,42121,BANKNIFTY21N0334000PE,BANKNIFTY,0,03-11-2021,34000,0.05,25,PE,NFO-OPT,NFO
31396,10784514,42127,BANKNIFTY21N0334100CE,BANKNIFTY,0,03-11-2021,34100,0.05,25,CE,NFO-OPT,NFO
31397,10784770,42128,BANKNIFTY21N0334100PE,BANKNIFTY,0,03-11-2021,34100,0.05,25,PE,NFO-OPT,NFO
31398,10787842,42140,BANKNIFTY21N0334200CE,BANKNIFTY,0,03-11-2021,34200,0.05,25,CE,NFO-OPT,NFO
31399,10788098,42141,BANKNIFTY21N0334200PE,BANKNIFTY,0,03-11-2021,34200,0.05,25,PE,NFO-OPT,NFO
31400,10789378,42146,BANKNIFTY21N0334300CE,BANKNIFTY,0,03-11-2021,34300,0.05,25,CE,NFO-OPT,NFO
31401,10790146,42149,BANKNIFTY21N0334300PE,BANKNIFTY,0,03-11-2021,34300,0.05,25,PE,NFO-OPT,NFO
31402,10790402,42150,BANKNIFTY21N0334400CE,BANKNIFTY,0,03-11-2021,34400,0.05,25,CE,NFO-OPT,NFO
31403,10790914,42152,BANKNIFTY21N0334400PE,BANKNIFTY,0,03-11-2021,34400,0.05,25,PE,NFO-OPT,NFO
31404,10791170,42153,BANKNIFTY21N0334500CE,BANKNIFTY,0,03-11-2021,34500,0.05,25,CE,NFO-OPT,NFO
31405,10791938,42156,BANKNIFTY21N0334500PE,BANKNIFTY,0,03-11-2021,34500,0.05,25,PE,NFO-OPT,NFO
31406,10792194,42157,BANKNIFTY21N0334600CE,BANKNIFTY,0,03-11-2021,34600,0.05,25,CE,NFO-OPT,NFO
31407,10792450,42158,BANKNIFTY21N0334600PE,BANKNIFTY,0,03-11-2021,34600,0.05,25,PE,NFO-OPT,NFO
31408,10796290,42173,BANKNIFTY21N0334700CE,BANKNIFTY,0,03-11-2021,34700,0.05,25,CE,NFO-OPT,NFO
31409,10796546,42174,BANKNIFTY21N0334700PE,BANKNIFTY,0,03-11-2021,34700,0.05,25,PE,NFO-OPT,NFO
31410,10798850,42183,BANKNIFTY21N0334800CE,BANKNIFTY,0,03-11-2021,34800,0.05,25,CE,NFO-OPT,NFO
31411,10799106,42184,BANKNIFTY21N0334800PE,BANKNIFTY,0,03-11-2021,34800,0.05,25,PE,NFO-OPT,NFO
31412,10800642,42190,BANKNIFTY21N0334900CE,BANKNIFTY,0,03-11-2021,34900,0.05,25,CE,NFO-OPT,NFO
31413,10801922,42195,BANKNIFTY21N0334900PE,BANKNIFTY,0,03-11-2021,34900,0.05,25,PE,NFO-OPT,NFO
31414,10802178,42196,BANKNIFTY21N0335000CE,BANKNIFTY,0,03-11-2021,35000,0.05,25,CE,NFO-OPT,NFO
31415,10802434,42197,BANKNIFTY21N0335000PE,BANKNIFTY,0,03-11-2021,35000,0.05,25,PE,NFO-OPT,NFO
31416,10802690,42198,BANKNIFTY21N0335100CE,BANKNIFTY,0,03-11-2021,35100,0.05,25,CE,NFO-OPT,NFO
31417,10803458,42201,BANKNIFTY21N0335100PE,BANKNIFTY,0,03-11-2021,35100,0.05,25,PE,NFO-OPT,NFO
31418,10803714,42202,BANKNIFTY21N0335200CE,BANKNIFTY,0,03-11-2021,35200,0.05,25,CE,NFO-OPT,NFO
31419,10803970,42203,BANKNIFTY21N0335200PE,BANKNIFTY,0,03-11-2021,35200,0.05,25,PE,NFO-OPT,NFO
31420,10808322,42220,BANKNIFTY21N0335300CE,BANKNIFTY,0,03-11-2021,35300,0.05,25,CE,NFO-OPT,NFO
31421,10808578,42221,BANKNIFTY21N0335300PE,BANKNIFTY,0,03-11-2021,35300,0.05,25,PE,NFO-OPT,NFO
31422,10808834,42222,BANKNIFTY21N0335400CE,BANKNIFTY,0,03-11-2021,35400,0.05,25,CE,NFO-OPT,NFO
31423,10809346,42224,BANKNIFTY21N0335400PE,BANKNIFTY,0,03-11-2021,35400,0.05,25,PE,NFO-OPT,NFO
31424,10809602,42225,BANKNIFTY21N0335500CE,BANKNIFTY,0,03-11-2021,35500,0.05,25,CE,NFO-OPT,NFO
31425,10810114,42227,BANKNIFTY21N0335500PE,BANKNIFTY,0,03-11-2021,35500,0.05,25,PE,NFO-OPT,NFO
31426,10810370,42228,BANKNIFTY21N0335600CE,BANKNIFTY,0,03-11-2021,35600,0.05,25,CE,NFO-OPT,NFO
31427,10810626,42229,BANKNIFTY21N0335600PE,BANKNIFTY,0,03-11-2021,35600,0.05,25,PE,NFO-OPT,NFO
31428,10810882,42230,BANKNIFTY21N0335700CE,BANKNIFTY,0,03-11-2021,35700,0.05,25,CE,NFO-OPT,NFO
31429,10811138,42231,BANKNIFTY21N0335700PE,BANKNIFTY,0,03-11-2021,35700,0.05,25,PE,NFO-OPT,NFO
31430,10815234,42247,BANKNIFTY21N0335800CE,BANKNIFTY,0,03-11-2021,35800,0.05,25,CE,NFO-OPT,NFO
31431,10815490,42248,BANKNIFTY21N0335800PE,BANKNIFTY,0,03-11-2021,35800,0.05,25,PE,NFO-OPT,NFO
31432,10815746,42249,BANKNIFTY21N0335900CE,BANKNIFTY,0,03-11-2021,35900,0.05,25,CE,NFO-OPT,NFO
31433,10816002,42250,BANKNIFTY21N0335900PE,BANKNIFTY,0,03-11-2021,35900,0.05,25,PE,NFO-OPT,NFO
31434,10816258,42251,BANKNIFTY21N0336000CE,BANKNIFTY,0,03-11-2021,36000,0.05,25,CE,NFO-OPT,NFO
31435,10816514,42252,BANKNIFTY21N0336000PE,BANKNIFTY,0,03-11-2021,36000,0.05,25,PE,NFO-OPT,NFO
31436,10816770,42253,BANKNIFTY21N0336100CE,BANKNIFTY,0,03-11-2021,36100,0.05,25,CE,NFO-OPT,NFO
31437,10817026,42254,BANKNIFTY21N0336100PE,BANKNIFTY,0,03-11-2021,36100,0.05,25,PE,NFO-OPT,NFO
31438,10817538,42256,BANKNIFTY21N0336200CE,BANKNIFTY,0,03-11-2021,36200,0.05,25,CE,NFO-OPT,NFO
31439,10817794,42257,BANKNIFTY21N0336200PE,BANKNIFTY,0,03-11-2021,36200,0.05,25,PE,NFO-OPT,NFO
31440,10821634,42272,BANKNIFTY21N0336300CE,BANKNIFTY,0,03-11-2021,36300,0.05,25,CE,NFO-OPT,NFO
31441,10824450,42283,BANKNIFTY21N0336300PE,BANKNIFTY,0,03-11-2021,36300,0.05,25,PE,NFO-OPT,NFO
31442,10824706,42284,BANKNIFTY21N0336400CE,BANKNIFTY,0,03-11-2021,36400,0.05,25,CE,NFO-OPT,NFO
31443,10825474,42287,BANKNIFTY21N0336400PE,BANKNIFTY,0,03-11-2021,36400,0.05,25,PE,NFO-OPT,NFO
31444,10825730,42288,BANKNIFTY21N0336500CE,BANKNIFTY,0,03-11-2021,36500,0.05,25,CE,NFO-OPT,NFO
31445,10825986,42289,BANKNIFTY21N0336500PE,BANKNIFTY,0,03-11-2021,36500,0.05,25,PE,NFO-OPT,NFO
31446,10829314,42302,BANKNIFTY21N0336600CE,BANKNIFTY,0,03-11-2021,36600,0.05,25,CE,NFO-OPT,NFO
31447,10829570,42303,BANKNIFTY21N0336600PE,BANKNIFTY,0,03-11-2021,36600,0.05,25,PE,NFO-OPT,NFO
31448,10831106,42309,BANKNIFTY21N0336700CE,BANKNIFTY,0,03-11-2021,36700,0.05,25,CE,NFO-OPT,NFO
31449,10831362,42310,BANKNIFTY21N0336700PE,BANKNIFTY,0,03-11-2021,36700,0.05,25,PE,NFO-OPT,NFO
31450,10834946,42324,BANKNIFTY21N0336800CE,BANKNIFTY,0,03-11-2021,36800,0.05,25,CE,NFO-OPT,NFO
31451,10835202,42325,BANKNIFTY21N0336800PE,BANKNIFTY,0,03-11-2021,36800,0.05,25,PE,NFO-OPT,NFO
31452,10835458,42326,BANKNIFTY21N0336900CE,BANKNIFTY,0,03-11-2021,36900,0.05,25,CE,NFO-OPT,NFO
31453,10835714,42327,BANKNIFTY21N0336900PE,BANKNIFTY,0,03-11-2021,36900,0.05,25,PE,NFO-OPT,NFO
31454,10835970,42328,BANKNIFTY21N0337000CE,BANKNIFTY,0,03-11-2021,37000,0.05,25,CE,NFO-OPT,NFO
31455,10836226,42329,BANKNIFTY21N0337000PE,BANKNIFTY,0,03-11-2021,37000,0.05,25,PE,NFO-OPT,NFO
31456,10836738,42331,BANKNIFTY21N0337100CE,BANKNIFTY,0,03-11-2021,37100,0.05,25,CE,NFO-OPT,NFO
31457,10836994,42332,BANKNIFTY21N0337100PE,BANKNIFTY,0,03-11-2021,37100,0.05,25,PE,NFO-OPT,NFO
31458,10837250,42333,BANKNIFTY21N0337200CE,BANKNIFTY,0,03-11-2021,37200,0.05,25,CE,NFO-OPT,NFO
31459,10838018,42336,BANKNIFTY21N0337200PE,BANKNIFTY,0,03-11-2021,37200,0.05,25,PE,NFO-OPT,NFO
31460,10838274,42337,BANKNIFTY21N0337300CE,BANKNIFTY,0,03-11-2021,37300,0.05,25,CE,NFO-OPT,NFO
31461,10838530,42338,BANKNIFTY21N0337300PE,BANKNIFTY,0,03-11-2021,37300,0.05,25,PE,NFO-OPT,NFO
31462,10838786,42339,BANKNIFTY21N0337400CE,BANKNIFTY,0,03-11-2021,37400,0.05,25,CE,NFO-OPT,NFO
31463,10839042,42340,BANKNIFTY21N0337400PE,BANKNIFTY,0,03-11-2021,37400,0.05,25,PE,NFO-OPT,NFO
31464,10839298,42341,BANKNIFTY21N0337500CE,BANKNIFTY,0,03-11-2021,37500,0.05,25,CE,NFO-OPT,NFO
31465,10839554,42342,BANKNIFTY21N0337500PE,BANKNIFTY,0,03-11-2021,37500,0.05,25,PE,NFO-OPT,NFO
31466,10840066,42344,BANKNIFTY21N0337600CE,BANKNIFTY,0,03-11-2021,37600,0.05,25,CE,NFO-OPT,NFO
31467,10840322,42345,BANKNIFTY21N0337600PE,BANKNIFTY,0,03-11-2021,37600,0.05,25,PE,NFO-OPT,NFO
31468,10841858,42351,BANKNIFTY21N0337700CE,BANKNIFTY,0,03-11-2021,37700,0.05,25,CE,NFO-OPT,NFO
31469,10842114,42352,BANKNIFTY21N0337700PE,BANKNIFTY,0,03-11-2021,37700,0.05,25,PE,NFO-OPT,NFO
31470,10842370,42353,BANKNIFTY21N0337800CE,BANKNIFTY,0,03-11-2021,37800,0.05,25,CE,NFO-OPT,NFO
31471,10842626,42354,BANKNIFTY21N0337800PE,BANKNIFTY,0,03-11-2021,37800,0.05,25,PE,NFO-OPT,NFO
31472,10843650,42358,BANKNIFTY21N0337900CE,BANKNIFTY,0,03-11-2021,37900,0.05,25,CE,NFO-OPT,NFO
31473,10844930,42363,BANKNIFTY21N0337900PE,BANKNIFTY,0,03-11-2021,37900,0.05,25,PE,NFO-OPT,NFO
31474,10845186,42364,BANKNIFTY21N0338000CE,BANKNIFTY,0,03-11-2021,38000,0.05,25,CE,NFO-OPT,NFO
31475,10846466,42369,BANKNIFTY21N0338000PE,BANKNIFTY,0,03-11-2021,38000,0.05,25,PE,NFO-OPT,NFO
31476,10847746,42374,BANKNIFTY21N0338100CE,BANKNIFTY,0,03-11-2021,38100,0.05,25,CE,NFO-OPT,NFO
31477,10848002,42375,BANKNIFTY21N0338100PE,BANKNIFTY,0,03-11-2021,38100,0.05,25,PE,NFO-OPT,NFO
31478,10848258,42376,BANKNIFTY21N0338200CE,BANKNIFTY,0,03-11-2021,38200,0.05,25,CE,NFO-OPT,NFO
31479,10848514,42377,BANKNIFTY21N0338200PE,BANKNIFTY,0,03-11-2021,38200,0.05,25,PE,NFO-OPT,NFO
31480,10848770,42378,BANKNIFTY21N0338300CE,BANKNIFTY,0,03-11-2021,38300,0.05,25,CE,NFO-OPT,NFO
31481,10849026,42379,BANKNIFTY21N0338300PE,BANKNIFTY,0,03-11-2021,38300,0.05,25,PE,NFO-OPT,NFO
31482,10851330,42388,BANKNIFTY21N0338400CE,BANKNIFTY,0,03-11-2021,38400,0.05,25,CE,NFO-OPT,NFO
31483,10851586,42389,BANKNIFTY21N0338400PE,BANKNIFTY,0,03-11-2021,38400,0.05,25,PE,NFO-OPT,NFO
31484,10853378,42396,BANKNIFTY21N0338500CE,BANKNIFTY,0,03-11-2021,38500,0.05,25,CE,NFO-OPT,NFO
31485,10853634,42397,BANKNIFTY21N0338500PE,BANKNIFTY,0,03-11-2021,38500,0.05,25,PE,NFO-OPT,NFO
31486,10853890,42398,BANKNIFTY21N0338600CE,BANKNIFTY,0,03-11-2021,38600,0.05,25,CE,NFO-OPT,NFO
31487,10854146,42399,BANKNIFTY21N0338600PE,BANKNIFTY,0,03-11-2021,38600,0.05,25,PE,NFO-OPT,NFO
31488,10855426,42404,BANKNIFTY21N0338700CE,BANKNIFTY,0,03-11-2021,38700,0.05,25,CE,NFO-OPT,NFO
31489,10855682,42405,BANKNIFTY21N0338700PE,BANKNIFTY,0,03-11-2021,38700,0.05,25,PE,NFO-OPT,NFO
31490,10859010,42418,BANKNIFTY21N0338800CE,BANKNIFTY,0,03-11-2021,38800,0.05,25,CE,NFO-OPT,NFO
31491,10859778,42421,BANKNIFTY21N0338800PE,BANKNIFTY,0,03-11-2021,38800,0.05,25,PE,NFO-OPT,NFO
31492,10860034,42422,BANKNIFTY21N0338900CE,BANKNIFTY,0,03-11-2021,38900,0.05,25,CE,NFO-OPT,NFO
31493,10860802,42425,BANKNIFTY21N0338900PE,BANKNIFTY,0,03-11-2021,38900,0.05,25,PE,NFO-OPT,NFO
31494,10861314,42427,BANKNIFTY21N0339000CE,BANKNIFTY,0,03-11-2021,39000,0.05,25,CE,NFO-OPT,NFO
31495,10861826,42429,BANKNIFTY21N0339000PE,BANKNIFTY,0,03-11-2021,39000,0.05,25,PE,NFO-OPT,NFO
31496,10862082,42430,BANKNIFTY21N0339100CE,BANKNIFTY,0,03-11-2021,39100,0.05,25,CE,NFO-OPT,NFO
31497,10862338,42431,BANKNIFTY21N0339100PE,BANKNIFTY,0,03-11-2021,39100,0.05,25,PE,NFO-OPT,NFO
31498,10862594,42432,BANKNIFTY21N0339200CE,BANKNIFTY,0,03-11-2021,39200,0.05,25,CE,NFO-OPT,NFO
31499,10862850,42433,BANKNIFTY21N0339200PE,BANKNIFTY,0,03-11-2021,39200,0.05,25,PE,NFO-OPT,NFO
31500,10863106,42434,BANKNIFTY21N0339300CE,BANKNIFTY,0,03-11-2021,39300,0.05,25,CE,NFO-OPT,NFO
31501,10863362,42435,BANKNIFTY21N0339300PE,BANKNIFTY,0,03-11-2021,39300,0.05,25,PE,NFO-OPT,NFO
31502,10863618,42436,BANKNIFTY21N0339400CE,BANKNIFTY,0,03-11-2021,39400,0.05,25,CE,NFO-OPT,NFO
31503,10863874,42437,BANKNIFTY21N0339400PE,BANKNIFTY,0,03-11-2021,39400,0.05,25,PE,NFO-OPT,NFO
31504,10864130,42438,BANKNIFTY21N0339500CE,BANKNIFTY,0,03-11-2021,39500,0.05,25,CE,NFO-OPT,NFO
31505,10864386,42439,BANKNIFTY21N0339500PE,BANKNIFTY,0,03-11-2021,39500,0.05,25,PE,NFO-OPT,NFO
31506,10864642,42440,BANKNIFTY21N0339600CE,BANKNIFTY,0,03-11-2021,39600,0.05,25,CE,NFO-OPT,NFO
31507,10864898,42441,BANKNIFTY21N0339600PE,BANKNIFTY,0,03-11-2021,39600,0.05,25,PE,NFO-OPT,NFO
31508,10865410,42443,BANKNIFTY21N0339700CE,BANKNIFTY,0,03-11-2021,39700,0.05,25,CE,NFO-OPT,NFO
31509,10865922,42445,BANKNIFTY21N0339700PE,BANKNIFTY,0,03-11-2021,39700,0.05,25,PE,NFO-OPT,NFO
31510,10866178,42446,BANKNIFTY21N0339800CE,BANKNIFTY,0,03-11-2021,39800,0.05,25,CE,NFO-OPT,NFO
31511,10866434,42447,BANKNIFTY21N0339800PE,BANKNIFTY,0,03-11-2021,39800,0.05,25,PE,NFO-OPT,NFO
31512,10866690,42448,BANKNIFTY21N0339900CE,BANKNIFTY,0,03-11-2021,39900,0.05,25,CE,NFO-OPT,NFO
